# 
# Header Description:
# 
# Version: v3.10.3 (24097-google), Manufacturer: samsung, Model: SM-S928B, GNSS HW Year: 2023, Platform: 14, API Level: 34 
# 
# Raw GNSS measurements format:
#   Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# Location fix format:
#   Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation
# 
# Navigation message format:
#   Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# NMEA format (for [NMEA sentence] format see https://en.wikipedia.org/wiki/NMEA_0183):
#   NMEA,[NMEA sentence],(UTC)TimeInMs
# 
# GnssAntennaInfo format (https://developer.android.com/reference/android/location/GnssAntennaInfo):
#   GnssAntennaInfo,CarrierFrequencyMHz,PhaseCenterOffsetXOffsetMm,PhaseCenterOffsetXOffsetUncertaintyMm,PhaseCenterOffsetYOffsetMm,PhaseCenterOffsetYOffsetUncertaintyMm,PhaseCenterOffsetZOffsetMm,PhaseCenterOffsetZOffsetUncertaintyMm,PhaseCenterVariationCorrectionsArray,PhaseCenterVariationCorrectionUncertaintiesArray,PhaseCenterVariationCorrectionsDeltaPhi,PhaseCenterVariationCorrectionsDeltaTheta,SignalGainCorrectionsArray,SignalGainCorrectionUncertaintiesArray,SignalGainCorrectionsDeltaPhi,SignalGainCorrectionsDeltaTheta
# 
# GnssStatus format (https://developer.android.com/reference/android/location/GnssStatus):
#   Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# Orientation sensor format (https://developer.android.com/reference/android/hardware/SensorEvent#values):
#   OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,2,0.0,16399,577464721269851,31,33.0,627.3316650390625,1.1970000267028809,16,0.0,0.0,1575420030,,,,0,0.0,1,-48.66,28.0,0.0,0.0,,,C,2266290216724461
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,3,0.0,16399,577464734530985,40,31.3,275.1170654296875,0.7475000023841858,16,0.0,0.0,1575420030,,,,0,0.0,1,-48.66,26.3,0.0,0.0,,,C,2266290216761857
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,6,0.0,16399,577464728951980,13,41.0,-202.7198486328125,0.9065000414848328,16,0.0,0.0,1575420030,,,,0,0.0,1,-48.66,36.0,0.0,0.0,,,C,2266290216776753
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,9,0.0,16399,577464733049775,11,43.0,-203.55715942382812,0.8490000367164612,16,0.0,0.0,1575420030,,,,0,0.0,1,-48.66,38.0,0.0,0.0,,,C,2266290216788576
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,30,0.0,16399,577464720107099,24,35.9,-639.8339233398438,1.1085000038146973,16,0.0,0.0,1575420030,,,,0,0.0,1,-48.66,30.9,0.0,0.0,,,C,2266290216800607
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,16,0.0,49359,69846722559605,35,31.6,-828.6688232421875,0.7804999947547913,16,0.0,0.0,1601437440,,,,0,0.0,3,-47.39,27.6,4857.34619140625,16.160839080810547,,,C,2266290216811180
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,5,0.0,49359,69846733631787,17,37.4,-287.49957275390625,1.0640000104904175,16,0.0,0.0,1602562560,,,,0,0.0,3,-47.39,33.4,4857.34619140625,16.160839080810547,,,C,2266290216826076
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,4,0.0,49359,69846735034780,19,36.6,103.2408447265625,1.1010000705718994,16,0.0,0.0,1605374980,,,,0,0.0,3,-47.39,32.6,4857.34619140625,16.160839080810547,,,C,2266290216840138
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,41,0.0,16399,577450726555670,14,39.7,-287.34869384765625,0.8845000267028809,16,0.0,0.0,1561097980,,,,0,0.0,5,-61.01,35.400000000000006,-477.05029296875,16.094697952270508,,,I,2266290216851023
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,33,0.0,16399,577450728219471,16,38.3,102.0978012084961,0.9115000367164612,16,0.0,0.0,1561097980,,,,0,0.0,5,-61.01,34.0,-477.05029296875,16.094697952270508,,,I,2266290216866753
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,27,0.0,16399,577450719719283,27,33.9,230.898681640625,1.125,16,0.0,0.0,1561097980,,,,0,0.0,5,-61.01,29.599999999999998,-477.05029296875,16.094697952270508,,,I,2266290216877742
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,25,0.0,16399,577450729774160,24,34.4,-331.26812744140625,1.0700000524520874,16,0.0,0.0,1561097980,,,,0,0.0,5,-61.01,30.099999999999998,-477.05029296875,16.094697952270508,,,I,2266290216889826
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,4,0.0,23567,577464723218056,11,42.3,-68.1441650390625,0.7400000095367432,16,0.0,0.0,1575420030,,,,0,0.0,6,-52.43,38.0,-0.11073067784309387,16.061458587646484,,,C,2266290216903315
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,9,0.0,23567,577464713475567,14,39.5,-297.6668701171875,0.8230000138282776,16,0.0,0.0,1575420030,,,,0,0.0,6,-52.43,35.2,-0.11073067784309387,16.061458587646484,,,C,2266290216914513
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,10,0.0,23567,577464721963750,7,46.5,284.81256103515625,0.6629999876022339,16,0.0,0.0,1575420030,,,,0,0.0,6,-52.43,42.2,-0.11073067784309387,16.061458587646484,,,C,2266290216927638
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,11,0.0,23567,577464723986153,17,37.5,2.692655563354492,0.8960000276565552,16,0.0,0.0,1575420030,,,,0,0.0,6,-52.43,33.2,-0.11073067784309387,16.061458587646484,,,C,2266290216939565
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,19,0.0,23567,577464719702351,46,29.5,267.3816223144531,1.0189999341964722,16,0.0,0.0,1575420030,,,,0,0.0,6,-52.43,25.2,-0.11073067784309387,16.061458587646484,,,C,2266290216950242
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,3,0.0,81935,577464734531003,7,34.8,274.9212341308594,0.5674999952316284,16,0.0,0.0,1176450050,,,,0,0.0,1,-41.83,29.799999999999997,6.497318744659424,5.772557258605957,,,Q,2266290216962065
Raw,2266290216,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,4,0.0,81935,577464734209852,11,29.4,145.7489013671875,0.8374999761581421,16,0.0,0.0,1176450050,,,,0,0.0,1,-41.83,24.4,6.497318744659424,5.772557258605957,,,Q,2266290216974669
Raw,2266290217,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,6,0.0,81935,577464728951930,8,32.2,-203.21261596679688,0.6664999723434448,16,0.0,0.0,1176450050,,,,0,0.0,1,-41.83,27.200000000000003,6.497318744659424,5.772557258605957,,,Q,2266290217013107
Raw,2266290217,1996861775000000,18,0.0,-1401716603028839829,0.38957977294921875,1580.2528942003846,0.9765624737812494,23.561083306729607,14,9,0.0,81935,577464733049780,8,33.2,-204.07904052734375,0.609000027179718,16,0.0,0.0,1176450050,,,,0,0.0,1,-41.83,28.200000000000003,6.497318744659424,5.772557258605957,,,Q,2266290217027169
