GPS Time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Doppler
,02,-0.5654022649127328,0.6063196974695015,0.5591929034707469,38,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,37,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,43,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,34,,,
,21,-0.3609633472214128,0.515509084841222,0.7771459614569709,39,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,40,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,31,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,41,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,27,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,30,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,22,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,29,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,16,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,23,,,
,70,-0.6039558454088795,-0.4890738003669031,0.6293203910498374,31,,,
,69,0.05881709400880573,0.4185053698688819,0.9063077870366499,41,,,
,84,0.12816731948798363,0.2627819475111339,0.9563047559630354,25,,,
,83,0.6663690071652679,-0.5792657404205332,0.4694715627858908,25,,,
,85,-0.4635919272833941,0.802964772033614,0.374606593415912,39,,,
,68,0.4950863733608456,0.8239620931757835,0.27563735581699916,23,,,
,04,-0.3337769187375569,-0.8261268635411264,0.45399049973954675,20,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,35,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,29,,,
,19,0.25571405476044595,-0.1417446151374042,0.9563047559630354,29,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,31,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,32,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,26,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,25,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,24,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,25,,,
,60,0.7861029855528099,-0.38340804402302403,0.48480962024633706,37,,,
,44,0.5677569555011357,-0.7814504087735196,0.25881904510252074,21,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,35,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,43,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,25,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,36,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,29,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,40,,,
,16,0.8443669823171057,0.2581488929050014,0.4694715627858908,29,,,
,14,-0.5945914067298002,-0.27726252643125915,0.754709580222772,42,,,
,13,0.8878877481057723,0.34082817364639073,0.3090169943749474,24,,,
,12,0.463181099617909,-0.6375140914180474,0.6156614753256583,41,,,
,11,-0.12052744095487314,0.06958655048003275,0.9902680687415704,39,,,
,09,0.862729915662821,-0.07547908730517339,0.49999999999999994,30,,,
,05,0.4648171766374853,-0.5162317734811626,0.7193398003386512,38,,,
,02,0.8261268635411264,-0.33377691873755694,0.45399049973954675,24,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,35,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,25,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,34,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,31,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,38,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,36,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,29,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,27,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,27,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,24,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,24,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,27,,,
,02,0.7,,,
,03,0.4,,,
,08,0.5,,,
,10,1.0,,,
,21,1713027078580.0,,,
,03,0.7,,,
,08,0.4,,,
,10,0.5,,,
,27,1.0,,,
,32,8.0,,,
,,1713027078580.0,,,
,69,0.7,,,
,70,0.4,,,
,83,0.5,,,
,84,2.0,,,
,85,1713027078580.0,,,
,10,0.7,,,
,12,0.4,,,
,19,0.5,,,
,24,3.0,,,
,33,1713027078580.0,,,
,310,0.7,,,
,312,0.4,,,
,324,0.5,,,
,333,3.0,,,
,,1.0,,,
,,1713027078580.0,,,
,05,0.7,,,
,06,0.4,,,
,09,0.5,,,
,11,4.0,,,
,12,1713027078580.0,,,
,221,0.7,,,
,234,0.4,,,
,239,0.5,,,
,242,4.0,,,
,243,5.0,,,
,,1713027078580.0,,,
,,,,,,,
165119.00,,,,,,,
,02,-0.5654022649127328,0.6063196974695015,0.5591929034707469,40,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,38,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,45,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,37,,,
,21,-0.3609633472214128,0.515509084841222,0.7771459614569709,42,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,43,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,33,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,42,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,32,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,33,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,22,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,32,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,16,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,25,,,
,70,-0.6039558454088795,-0.4890738003669031,0.6293203910498374,33,,,
,69,0.05881709400880573,0.4185053698688819,0.9063077870366499,43,,,
,84,0.12816731948798363,0.2627819475111339,0.9563047559630354,27,,,
,83,0.6663690071652679,-0.5792657404205332,0.4694715627858908,26,,,
,85,-0.4635919272833941,0.802964772033614,0.374606593415912,41,,,
,68,0.4950863733608456,0.8239620931757835,0.27563735581699916,26,,,
,04,-0.3337769187375569,-0.8261268635411264,0.45399049973954675,20,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,39,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,33,,,
,19,0.25571405476044595,-0.1417446151374042,0.9563047559630354,33,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,35,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,35,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,29,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,28,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,27,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,27,,,
,60,0.7861029855528099,-0.38340804402302403,0.48480962024633706,39,,,
,44,0.5677569555011357,-0.7814504087735196,0.25881904510252074,21,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,38,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,45,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,27,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,39,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,31,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,42,,,
,16,0.8443669823171057,0.2581488929050014,0.4694715627858908,31,,,
,14,-0.5945914067298002,-0.27726252643125915,0.754709580222772,44,,,
,13,0.8878877481057723,0.34082817364639073,0.3090169943749474,26,,,
,12,0.463181099617909,-0.6375140914180474,0.6156614753256583,43,,,
,11,-0.12052744095487314,0.06958655048003275,0.9902680687415704,42,,,
,09,0.862729915662821,-0.07547908730517339,0.49999999999999994,32,,,
,05,0.4648171766374853,-0.5162317734811626,0.7193398003386512,40,,,
,02,0.8261268635411264,-0.33377691873755694,0.45399049973954675,24,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,38,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,27,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,37,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,34,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,42,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,40,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,32,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,29,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,29,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,27,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,28,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,30,,,
,02,0.7,,,
,03,0.4,,,
,08,0.5,,,
,10,1.0,,,
,21,1713027079596.0,,,
,03,0.7,,,
,08,0.4,,,
,10,0.5,,,
,27,1.0,,,
,32,8.0,,,
,,1713027079596.0,,,
,68,0.7,,,
,69,0.4,,,
,70,0.5,,,
,83,2.0,,,
,84,1713027079596.0,,,
,10,0.7,,,
,12,0.4,,,
,19,0.5,,,
,24,3.0,,,
,33,1713027079596.0,,,
,310,0.7,,,
,312,0.4,,,
,324,0.5,,,
,333,3.0,,,
,,1.0,,,
,,1713027079596.0,,,
,05,0.7,,,
,06,0.4,,,
,09,0.5,,,
,11,4.0,,,
,12,1713027079596.0,,,
,221,0.7,,,
,234,0.4,,,
,239,0.5,,,
,242,4.0,,,
,243,5.0,,,
,,1713027079596.0,,,
,,,,,,,
165120.00,,,,,,,
,02,-0.5654022649127328,0.6063196974695015,0.5591929034707469,38,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,37,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,43,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,35,,,
,21,-0.3609633472214128,0.515509084841222,0.7771459614569709,40,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,41,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,31,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,41,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,27,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,30,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,22,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,27,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,17,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,21,,,
,70,-0.6039558454088795,-0.4890738003669031,0.6293203910498374,31,,,
,69,0.05881709400880573,0.4185053698688819,0.9063077870366499,41,,,
,84,0.12816731948798363,0.2627819475111339,0.9563047559630354,25,,,
,83,0.6663690071652679,-0.5792657404205332,0.4694715627858908,26,,,
,85,-0.4635919272833941,0.802964772033614,0.374606593415912,39,,,
,68,0.4950863733608456,0.8239620931757835,0.27563735581699916,27,,,
,04,-0.3337769187375569,-0.8261268635411264,0.45399049973954675,20,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,35,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,30,,,
,19,0.25571405476044595,-0.1417446151374042,0.9563047559630354,29,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,31,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,30,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,26,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,24,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,23,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,25,,,
,60,0.7861029855528099,-0.38340804402302403,0.48480962024633706,37,,,
,44,0.5677569555011357,-0.7814504087735196,0.25881904510252074,21,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,36,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,44,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,37,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,30,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,40,,,
,16,0.8443669823171057,0.2581488929050014,0.4694715627858908,29,,,
,14,-0.5945914067298002,-0.27726252643125915,0.754709580222772,42,,,
,13,0.8878877481057723,0.34082817364639073,0.3090169943749474,23,,,
,12,0.463181099617909,-0.6375140914180474,0.6156614753256583,42,,,
,11,-0.12052744095487314,0.06958655048003275,0.9902680687415704,40,,,
,09,0.862729915662821,-0.07547908730517339,0.49999999999999994,30,,,
,06,0.8539055203370572,0.07470705275169782,0.5150380749100542,28,,,
,05,0.4648171766374853,-0.5162317734811626,0.7193398003386512,38,,,
,02,0.8261268635411264,-0.33377691873755694,0.45399049973954675,24,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,33,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,26,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,33,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,30,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,39,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,35,,,
,21,0.43290949859499517,0.5744903083407765,0.6946583704589973,29,,,
,33,-0.7776018098993551,-0.5049805198327683,0.374606593415912,26,,,
,34,0.12256905746680971,-0.33675571771389545,0.9335804264972017,27,,,
,39,0.7938926261462366,0.4045084971874737,0.45399049973954675,24,,,
,42,-0.27295487201793284,0.03836130554948471,0.9612616959383189,24,,,
,43,-0.4345745066076886,0.3519114966845044,0.8290375725550417,26,,,
,02,0.7,,,
,03,0.4,,,
,08,0.5,,,
,10,1.0,,,
,21,1713027080585.0,,,
,03,0.7,,,
,08,0.4,,,
,10,0.5,,,
,27,1.0,,,
,32,8.0,,,
,,1713027080585.0,,,
,68,0.7,,,
,69,0.4,,,
,70,0.5,,,
,83,2.0,,,
,84,1713027080585.0,,,
,10,0.7,,,
,12,0.4,,,
,19,0.5,,,
,24,3.0,,,
,33,1713027080585.0,,,
,310,0.7,,,
,312,0.4,,,
,324,0.5,,,
,333,3.0,,,
,,1.0,,,
,,1713027080585.0,,,
,05,0.7,,,
,06,0.4,,,
,09,0.5,,,
,11,4.0,,,
,12,1713027080585.0,,,
,221,0.7,,,
,234,0.4,,,
,239,0.5,,,
,242,4.0,,,
,243,5.0,,,
,,1713027080585.0,,,
,,,,,,,
165121.00,,,,,,,
,02,-0.5654022649127328,0.6063196974695015,0.5591929034707469,40,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,39,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,45,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,37,,,
,21,-0.3609633472214128,0.515509084841222,0.7771459614569709,41,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,42,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,34,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,43,,,
,03,-0.9608528749675304,-0.13503906507412966,0.24192189559966773,31,,,
,08,-0.5025992523722519,-0.24513403437078532,0.8290375725550417,34,,,
,10,0.6469123736935778,0.562352346981042,0.5150380749100542,22,,,
,27,-0.10503527260387252,-0.7473647984679657,0.6560590289905073,32,,,
,28,0.7694208842938134,-0.5590169943749473,0.3090169943749474,20,,,
,32,0.4810416756346442,0.31239211680159185,0.8191520442889918,23,,,
,70,-0.6039558454088795,-0.4890738003669031,0.6293203910498374,33,,,
,69,0.05881709400880573,0.4185053698688819,0.9063077870366499,43,,,
,84,0.12816731948798363,0.2627819475111339,0.9563047559630354,25,,,
,83,0.6663690071652679,-0.5792657404205332,0.4694715627858908,27,,,
,85,-0.4635919272833941,0.802964772033614,0.374606593415912,40,,,
,68,0.4950863733608456,0.8239620931757835,0.27563735581699916,27,,,
,04,-0.3337769187375569,-0.8261268635411264,0.45399049973954675,20,,,
,10,-0.5547344136180309,0.6160949821706191,0.5591929034707469,39,,,
,12,-0.2040253735483091,0.5049805198327683,0.838670567945424,34,,,
,19,0.25571405476044595,-0.1417446151374042,0.9563047559630354,32,,,
,24,-0.9774671453588046,-0.17235383048284025,0.12186934340514748,35,,,
,33,0.6292245425060988,-0.01098315524387194,0.7771459614569709,33,,,
